card,interaction,ability_kind,invariant,message
"Wildslayer Elves","goldilocks_keyword_dead","","","keyword=wither: board was set up but nothing changed"
"Tireless Hauler // Dire-Strain Brawler","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Tireless Hauler // Dire-Strain Brawler","goldilocks_keyword_dead","","","keyword=daybound: board was set up but nothing changed"
"Tireless Hauler // Dire-Strain Brawler","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Tireless Hauler // Dire-Strain Brawler","goldilocks_keyword_dead","","","keyword=nightbound: board was set up but nothing changed"
"Hulking Bugbear","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Gold-Forged Sentinel","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Jeskai Windscout","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Jeskai Windscout","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Silent Observer","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Mahamoti Djinn","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Ranger Squadron","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Ranger Squadron","goldilocks_keyword_dead","","","keyword=double team: board was set up but nothing changed"
"Oketra's Attendant","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Plover Knights","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Plover Knights","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Heralds of Tzeentch","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Heralds of Tzeentch","goldilocks_keyword_dead","","","keyword=cascade: board was set up but nothing changed"
"Talruum Minotaur","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Giant Solifuge","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Giant Solifuge","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Giant Solifuge","goldilocks_keyword_dead","","","keyword=shroud: board was set up but nothing changed"
"Fangren Hunter","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Wild Griffin","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Child of Night","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Stalker Hag","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Stalker Hag","goldilocks_keyword_dead","","","keyword=forestwalk: board was set up but nothing changed"
"Errant Ephemeron","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Razor Golem","goldilocks_keyword_dead","","","keyword=affinity for plains: board was set up but nothing changed"
"Razor Golem","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Wall of Heat","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Simic Initiate","goldilocks_keyword_dead","","","keyword=graft: board was set up but nothing changed"
"Razorfoot Griffin","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Razorfoot Griffin","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Raging Goblinoids","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Raging Goblinoids","goldilocks_keyword_dead","","","keyword=mayhem: board was set up but nothing changed"
"Aven Initiate","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Reconstructed Thopter","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Jeskai Student","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Reckless Wurm","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Reckless Wurm","goldilocks_keyword_dead","","","keyword=madness: board was set up but nothing changed"
"Forked-Branch Garami","goldilocks_keyword_dead","","","keyword=soulshift: board was set up but nothing changed"
"Warriors of Tiamat","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Warriors of Tiamat","goldilocks_keyword_dead","","","keyword=double team: board was set up but nothing changed"
"Goblin Striker","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Goblin Striker","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Thalakos Sentry","goldilocks_keyword_dead","","","keyword=shadow: board was set up but nothing changed"
"Vigilant Baloth","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Cloudfin Raptor","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Whiskerquill Scribe","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Lunar Hatchling","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Lunar Hatchling","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Lunar Hatchling","goldilocks_keyword_dead","","","keyword=escape: board was set up but nothing changed"
"Wild Colos","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Dauthi Marauder","goldilocks_keyword_dead","","","keyword=shadow: board was set up but nothing changed"
"Riptide Turtle","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Riptide Turtle","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Barkweave Crusher","goldilocks_keyword_dead","","","keyword=enlist: board was set up but nothing changed"
"Marauding Brinefang","goldilocks_keyword_dead","","","keyword=ward: board was set up but nothing changed"
"Thermal Glider","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Thermal Glider","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Court Archers","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Court Archers","goldilocks_keyword_dead","","","keyword=exalted: board was set up but nothing changed"
"Angelic Curator","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Angelic Curator","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Sacred Wolf","goldilocks_keyword_dead","","","keyword=hexproof: board was set up but nothing changed"
"Frogmyr Enforcer","goldilocks_keyword_dead","","","keyword=prototype: board was set up but nothing changed"
"Frogmyr Enforcer","goldilocks_keyword_dead","","","keyword=affinity for artifacts: board was set up but nothing changed"
"Outrider of Jhess","goldilocks_keyword_dead","","","keyword=exalted: board was set up but nothing changed"
"Shambling Attendants","goldilocks_keyword_dead","","","keyword=delve: board was set up but nothing changed"
"Shambling Attendants","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Wall of Stone","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Nip Gwyllion","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Dalkovan Packbeasts","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Dalkovan Packbeasts","goldilocks_keyword_dead","","","keyword=mobilize: board was set up but nothing changed"
"Woodland Patrol","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Sabertooth Nishoba","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Sabertooth Nishoba","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Desert Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Qumulox","goldilocks_keyword_dead","","","keyword=affinity for artifacts: board was set up but nothing changed"
"Qumulox","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Cat Warriors","goldilocks_keyword_dead","","","keyword=forestwalk: board was set up but nothing changed"
"Lucent Liminid","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Feral Shadow","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Elementalist Adept","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Elementalist Adept","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Fathom Fleet Boarder","goldilocks_dead_effect","","","effect=modification_effect abilityKind=triggered filterBase="""": board was set up but nothing changed"
"Shrike Force","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Shrike Force","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Shrike Force","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Sickle Ripper","goldilocks_keyword_dead","","","keyword=wither: board was set up but nothing changed"
"Wall of Light","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Wall of Light","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Raging Kavu","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Raging Kavu","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Angel of Light","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Angel of Light","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Niblis of Dusk","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Niblis of Dusk","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Dragon-Style Twins","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Dragon-Style Twins","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Propeller Pioneer","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Redcap Heelslasher","goldilocks_keyword_dead","","","keyword=backup: board was set up but nothing changed"
"Redcap Heelslasher","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Yotian Medic","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Thundering Giant","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Juvenile Gloomwidow","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Juvenile Gloomwidow","goldilocks_keyword_dead","","","keyword=wither: board was set up but nothing changed"
"Zephyrim","goldilocks_keyword_dead","","","keyword=squad: board was set up but nothing changed"
"Zephyrim","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Zephyrim","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Zephyrim","goldilocks_keyword_dead","","","keyword=miracle: board was set up but nothing changed"
"Umara Entangler","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Prized Griffin","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Golden-Scale Aeronaut","goldilocks_keyword_dead","","","keyword=backup: board was set up but nothing changed"
"Cloaked Siren","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Ukud Cobra","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Golden-Scale Aeronaut","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Granitic Titan","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Cloaked Siren","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Phyrexian Fleshgorger","goldilocks_keyword_dead","","","keyword=prototype: board was set up but nothing changed"
"Phyrexian Fleshgorger","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Phyrexian Fleshgorger","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Phyrexian Fleshgorger","goldilocks_keyword_dead","","","keyword=ward: board was set up but nothing changed"
"Rootbreaker Wurm","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Sanguinary Mage","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Ronom Hulk","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Ronom Hulk","goldilocks_keyword_dead","","","keyword=cumulative upkeep: board was set up but nothing changed"
"Skyraker Giant","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Moonglove Winnower","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Parhelion Patrol","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Parhelion Patrol","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Parhelion Patrol","goldilocks_keyword_dead","","","keyword=mentor: board was set up but nothing changed"
"Wind Spirit","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Wind Spirit","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Radstorm","goldilocks_keyword_dead","","","keyword=storm: board was set up but nothing changed"
"Radstorm","goldilocks_keyword_dead","","","keyword=proliferate: board was set up but nothing changed"
"Barbarian General","goldilocks_keyword_dead","","","keyword=horsemanship: board was set up but nothing changed"
"Universal Automaton","goldilocks_keyword_dead","","","keyword=changeling: board was set up but nothing changed"
"Goblin Deathraiders","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Tangle Mantis","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Targ Nar, Demon-Fang Gnoll","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Markov Patrician","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Tiger-Tribe Hunter","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Rootwater Commando","goldilocks_keyword_dead","","","keyword=islandwalk: board was set up but nothing changed"
"Living Tempest","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Living Tempest","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Morinfen","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Morinfen","goldilocks_keyword_dead","","","keyword=cumulative upkeep-pay: board was set up but nothing changed"
"Araba Mothrider","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Araba Mothrider","goldilocks_keyword_dead","","","keyword=bushido: board was set up but nothing changed"
"Typhoid Rats","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Wind Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Blastoderm","goldilocks_keyword_dead","","","keyword=shroud: board was set up but nothing changed"
"Blastoderm","goldilocks_keyword_dead","","","keyword=fading: board was set up but nothing changed"
"Tree Monkey","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Crawling Filth","goldilocks_keyword_dead","","","keyword=fear: board was set up but nothing changed"
"Crawling Filth","goldilocks_keyword_dead","","","keyword=soulshift: board was set up but nothing changed"
"Pharika's Disciple","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Pharika's Disciple","goldilocks_keyword_dead","","","keyword=renown: board was set up but nothing changed"
"Thunderhead Squadron","goldilocks_keyword_dead","","","keyword=convoke: board was set up but nothing changed"
"Thunderhead Squadron","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Exultant Skymarcher","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Tel-Jilad Outrider","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Sacred Cat","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Duskrider Falcon","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Duskrider Falcon","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Anvilwrought Raptor","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Anvilwrought Raptor","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Tajuru Pathwarden","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Shepherd of the Lost","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Tajuru Pathwarden","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Shepherd of the Lost","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Shepherd of the Lost","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Shu Cavalry","goldilocks_keyword_dead","","","keyword=horsemanship: board was set up but nothing changed"
"Menagerie Liberator","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Menagerie Liberator","goldilocks_keyword_dead","","","keyword=melee: board was set up but nothing changed"
"Dragonstalker","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Dragonstalker","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Tolarian Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Tolarian Drake","goldilocks_keyword_dead","","","keyword=phasing: board was set up but nothing changed"
"Sky Ruin Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Taigam's Scheming","goldilocks_keyword_dead","","","keyword=surveil: board was set up but nothing changed"
"Aven Reedstalker","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Aven Reedstalker","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Nath's Buffoon","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Memory Guardian","goldilocks_keyword_dead","","","keyword=affinity for artifacts: board was set up but nothing changed"
"Memory Guardian","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Sky-Blessed Samurai","goldilocks_keyword_dead","","","keyword=affinity for enchantments: board was set up but nothing changed"
"Sky-Blessed Samurai","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Monastery Swiftspear","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Monastery Swiftspear","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Scab-Clan Mauler","goldilocks_keyword_dead","","","keyword=bloodthirst: board was set up but nothing changed"
"Scab-Clan Mauler","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Honored Hydra","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Inkwell Leviathan","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Inkwell Leviathan","goldilocks_keyword_dead","","","keyword=islandwalk: board was set up but nothing changed"
"Inkwell Leviathan","goldilocks_keyword_dead","","","keyword=shroud: board was set up but nothing changed"
"Gore-House Chainwalker","goldilocks_keyword_dead","","","keyword=unleash: board was set up but nothing changed"
"Enraged Giant","goldilocks_keyword_dead","","","keyword=improvise: board was set up but nothing changed"
"Canyon Wildcat","goldilocks_keyword_dead","","","keyword=mountainwalk: board was set up but nothing changed"
"Enraged Giant","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Enraged Giant","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Daggermaw Megalodon","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Coalition Skyknight","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Coalition Skyknight","goldilocks_keyword_dead","","","keyword=enlist: board was set up but nothing changed"
"Arrogant Wurm","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Arrogant Wurm","goldilocks_keyword_dead","","","keyword=madness: board was set up but nothing changed"
"Gaea's Skyfolk","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Infiltrator il-Kor","goldilocks_keyword_dead","","","keyword=shadow: board was set up but nothing changed"
"White Knight","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"White Knight","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Hand of Cruelty","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Hand of Cruelty","goldilocks_keyword_dead","","","keyword=bushido: board was set up but nothing changed"
"Lowland Tracker","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Lowland Tracker","goldilocks_keyword_dead","","","keyword=provoke: board was set up but nothing changed"
"Tel-Jilad Chosen","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Skizzik Surger","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Skizzik Surger","goldilocks_keyword_dead","","","keyword=echo: board was set up but nothing changed"
"Tajuru Blightblade","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Thraben Valiant","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Phobian Phantasm","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Phobian Phantasm","goldilocks_keyword_dead","","","keyword=fear: board was set up but nothing changed"
"Phobian Phantasm","goldilocks_keyword_dead","","","keyword=cumulative upkeep: board was set up but nothing changed"
"Mammoth Spider","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Faerie Invaders","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Faerie Invaders","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Punk Frogs","goldilocks_keyword_dead","","","keyword=ward: board was set up but nothing changed"
"Turtle-Seals","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Tel-Jilad Fallen","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Tel-Jilad Fallen","goldilocks_keyword_dead","","","keyword=infect: board was set up but nothing changed"
"Hostile Minotaur","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Devouring Deep","goldilocks_keyword_dead","","","keyword=islandwalk: board was set up but nothing changed"
"Sandbar Crocodile","goldilocks_keyword_dead","","","keyword=phasing: board was set up but nothing changed"
"Snapping Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Illusionary Forces","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Illusionary Forces","goldilocks_keyword_dead","","","keyword=cumulative upkeep: board was set up but nothing changed"
"Winged Shepherd","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Winged Shepherd","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Jhovall Queen","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Rhox Charger","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Rhox Charger","goldilocks_keyword_dead","","","keyword=exalted: board was set up but nothing changed"
"Gryff Rider","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Gryff Rider","goldilocks_keyword_dead","","","keyword=training: board was set up but nothing changed"
"Bog Tatters","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Tine Shrike","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Tine Shrike","goldilocks_keyword_dead","","","keyword=infect: board was set up but nothing changed"
"Hand of Silumgar","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Zanikev Locust","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Zanikev Locust","goldilocks_keyword_dead","","","keyword=scavenge: board was set up but nothing changed"
"Shatterskull Recruit","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Throes of Chaos","goldilocks_keyword_dead","","","keyword=cascade: board was set up but nothing changed"
"Throes of Chaos","goldilocks_keyword_dead","","","keyword=retrace: board was set up but nothing changed"
"Rancid Rats","goldilocks_keyword_dead","","","keyword=skulk: board was set up but nothing changed"
"Rancid Rats","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Mountain Bandit","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Hawkeater Moth","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Hawkeater Moth","goldilocks_keyword_dead","","","keyword=shroud: board was set up but nothing changed"
"Rampaging Hippo","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Knight of Infamy","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Knight of Infamy","goldilocks_keyword_dead","","","keyword=exalted: board was set up but nothing changed"
"Vulpine Goliath","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Mist Intruder","goldilocks_keyword_dead","","","keyword=devoid: board was set up but nothing changed"
"Mist Intruder","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Mist Intruder","goldilocks_keyword_dead","","","keyword=ingest: board was set up but nothing changed"
"Woodlot Crawler","goldilocks_keyword_dead","","","keyword=forestwalk: board was set up but nothing changed"
"Woodlot Crawler","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Simic Sky Swallower","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Simic Sky Swallower","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Simic Sky Swallower","goldilocks_keyword_dead","","","keyword=shroud: board was set up but nothing changed"
"Enemy of the Guildpact","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Defender of Chaos","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Defender of Chaos","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Unwavering Initiate","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Jaheira, Harper Emissary","goldilocks_keyword_dead","","","keyword=specialize: board was set up but nothing changed"
"Jaheira, Harper Emissary","goldilocks_keyword_dead","","","keyword=hexproof from: board was set up but nothing changed"
"Starlit Angel","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Dwarven Forge-Chanter","goldilocks_keyword_dead","","","keyword=ward: board was set up but nothing changed"
"Dwarven Forge-Chanter","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Ashcoat Bear","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Noble Templar","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Timberland Ancient","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Timberland Ancient","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Giant Spider","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Vine Kami","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Vine Kami","goldilocks_keyword_dead","","","keyword=soulshift: board was set up but nothing changed"
"Righteous Avengers","goldilocks_keyword_dead","","","keyword=plainswalk: board was set up but nothing changed"
"Anurid Murkdiver","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Gnottvold Recluse","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Aven Smokeweaver","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Aven Smokeweaver","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Spiked Baloth","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Kami of the Palace Fields","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Kami of the Palace Fields","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Kami of the Palace Fields","goldilocks_keyword_dead","","","keyword=soulshift: board was set up but nothing changed"
"Midnight Duelist","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Shepherding Spirits","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Rakdos Shred-Freak","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Sporecap Spider","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Spikewheel Acrobat","goldilocks_keyword_dead","","","keyword=spectacle: board was set up but nothing changed"
"Silverbeak Griffin","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Glowering Rogon","goldilocks_keyword_dead","","","keyword=amplify: board was set up but nothing changed"
"Daggerback Basilisk","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Inner-Chamber Guard","goldilocks_keyword_dead","","","keyword=bushido: board was set up but nothing changed"
"Wandering Graybeard","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
